Tanggal,Komentator,Komentar,jumlahlike
2020-03-03T16:12:12Z,@hobikucing9447,Jokowi jokowi tutuplah akses negara luar dulu 🙃,0
2020-03-03T16:10:49Z,@soeryagoesna,Bikin gw inget game plague inc,1
2020-03-03T15:53:09Z,@bayengenggusdeita8082,tercium bau bau penerus kakek sugiono nih,0
2020-03-03T15:50:00Z,@fahriaziz2409,"Aneh yah dokter Indonesia, maaf ya aku bukan maksud ap2, tapi kalo kaya gini ak yg takut sendiri, kalo menurut ku dokter Indonesia kurang teliti,, &amp; kurang waspada, kalo seandainya WN jepang ga tlpon k WN Indonesia, brati sampai sekarang pasien masih d diagnosa penyakit bronkitis dong,, ini dokternya atau pemerintahanya yg kurang siaga atau pintar utk curiga mlakukan pemeriksaan lbih lanjut, trus gimana kalo periksanya cuma k dokter puskesmas,, trus nanti di diagnosa masuk angin gitu,<br>Yg harus d lakukan pemerintah adlah harus menelusuri tempat mana saja yg sudah d&#39;datangi WN jepang itu, hotel kah, restoran kah, pesta dansa pasti ketemu banyak orang, takutnya virus itu sudah menyebar kmana2,,",0
2020-03-03T15:47:02Z,@deditamaradt8252,Bhong,0
2020-03-03T15:34:45Z,@traderpingiran3539,Kalau ada yg lain ganti pembawa acaran.nya..,0
2020-03-03T15:18:56Z,@aguspetaniporangsaradanmad872,Kok lambat ya teryata untuk identifikasi virus ini,0
2020-03-03T15:10:39Z,@Elitevariasi2,Terlalu bebas di pintu masuk ke indonisia.terlalu sepelein..ini mulai dampak nya kan..uda ada yang kena baru uber2 bener periksaan..kacau ..nasi uda jadi bubur mana mungkin bisa jdi nasi lagi.siap2 lah kita semua selalu waspadain.,0
2020-03-03T14:56:23Z,@deffrieajhaaa1480,Semoga kita semua di beri kesehatan oleh Allah SWT.amin,0
2020-03-03T14:48:16Z,@yuyunyunengsih8806,"Kata mjikanku ditaiwan dsnih, ktnya lihat berita tv, bahwa India dan Indonesia tak terkna virus, tp skrng ada, bahkan dicina sendiri, bnyak yg mninggal, bukn krna gk diobati, tapi untung mlakukn prwtn, rongsen, sample dll memng mahal, knp ditaiwan msih dbilng murh krna dsnih ada kartu kshtan, setiap orng masing2, semoga cepet musnah virus nya, amiinn",0
2020-03-03T14:46:42Z,@silvioktavia775,"Kesalahan sih , udah menyebar virus Corona tapi pemerintah belum tutup akses terbang ke negara lain😌 yoweslah jadinya kek gini",0
2020-03-03T14:27:29Z,@trustfundkid0,"Ini bukti bahwa kekhawatiran who dan orang luar itu benar,bahwa indonesa ga bisa mendektesi virua corona (mungkin bisa,tapi dokter/rs yg dibawahnya kurang gercep ngirimin sampel yg buat di test itu) Dia loh udah ke rs tapi malah dikira penyakit lain, justru ketahuanya karna ditelpon temenya yg udah positif corona di Malay. Kecewa gw.",0
2020-03-03T14:21:11Z,@mayamangata3261,"Mestinya semua bandara,pelabuhan ditutup untuk memperkecil penyebarannya diprovinsi lain",0
2020-03-03T14:16:50Z,@DrakulaKastil,14+14= 28,1
2020-03-03T14:05:16Z,@zhugejin5879,"oh, jadi dansa tuh yg menyebabkan tertular... aman deh, ga bisa dansa sih.",0
2020-03-03T13:45:19Z,@sitiqomariah6212,Buat kasir retail gimna dong sering interaksi ?,0
2020-03-03T13:44:43Z,@septianandika8941,Berjemur sj tiap hr insaallah mati virusny krn kepanasan,0
2020-03-03T13:35:34Z,@rahayulestarichannel7091,"gawat...pasti dah itu brp orang yg berinteraksi party bersama mereka,dan stlh pesta mereka pulang kontak kesana sini pasti lbih byk lagi korban penularan...Ya Alloh..lindungilah negaraku..",0
2020-03-03T13:34:48Z,@nurulqurani5042,😢,0
2020-03-03T13:25:02Z,@rahmawati2605,semua turis jgn ditrima...klo  nyebar,0
2020-03-03T13:23:06Z,@biarjiwa8307,"Waktu kes wrga japan positif virus ini, kami di Malaysia sudh thu dia baru sampai dari indonesia... Ada wrga malaysia commnt &quot; hati2 indonesia&quot; di page dan youtube berita indonesia, tapi dimarahi pulak.. Dikatakn sibuk hal negra org.. Ya udahlh.. Aslkn org malaysia sudh pesan",1
2020-03-03T14:03:53Z,@ahmadsempoi220,Itu la sifat sombong..tak boleh terima nasihat,0
2020-03-03T13:16:44Z,@download01z1,"Satu hal perlu di palajari<br>Dokternya blm bs deteksi penyakit corona, 🤔",0
2020-03-03T12:49:17Z,@agusregency4845,"Jadi yg merasa ikut pesta pd saat itu, ditempat TKP, harus periksakan diri ke RS",0
2020-03-03T12:42:43Z,@amryarool4485,KESIMPULAN: Untuk menjaga agar tidak terkena virus CORONA jangan BERDANSA &amp; PAKAILAH ALKOHOL??WHAT...!!!,0
2020-03-03T12:37:51Z,@aviantopambudi8401,"Padahal penerbangan dibatalkan malah WNA pergi ke Indonesia, nekat berdansa di Jakarta",0
2020-03-03T12:34:03Z,@antonbengkulu1100,Berarti BKN yg didepok kasus Corona pertama di Indonesia..tp yg dicianjur..bhkn dah meninggal..artinya emg dah byk yg positif..tp Bru yg didepok yg terdeteksi,0
2020-03-03T12:32:00Z,@asyariasah7682,Pembawa acara glepotan ngomongnya &#39;kurang lihai,0
2020-03-03T12:28:36Z,@atinchannelatin6863,"BARU AJA DI PUJI WHO ,SEKARANG UDAH ADA KORONA LAGIAN GK SEKALIAN TUTUP AJA WNA TKA SKRG BRU KPOKK KLO SUDAH ADA YG SAKIT",0
2020-03-03T12:26:04Z,@aguswahyudichannel2950,Hbs asyik2n pesta dansa trs kena virus.  Itulah.......,0
2020-03-03T12:20:44Z,@sinaubareng9675,"Yg merasa ikut happy happy 14 feb bersama orang jepang ini,, mending langsung priksa cek lab aja,, semoga kita terhindar dr virus ini... Aamiin..",0
2020-03-07T19:41:49Z,@alvincahlinggo2255,Dan hasilnya negatif. hanya sakit demam biasa.,0
2020-03-03T12:18:09Z,@dinisyarifid9030,Sukur Rin modar loh,0
2020-03-03T12:15:11Z,@dinisyarifid9030,Sukurin gobelok,0
2020-03-03T12:05:39Z,@ibellsari2022,Yang gue selalu liat di berita yaa pasien2 ini dalam kondisi baik tapi kenapa mereka gak tau kalo virus corona udah ada di dalam tubuh mereka??apa sistem imun nya masih baik ya dan nunggu sakit dulu baru deh corona nya nyebar di sistem imun nya<br>Semoga gak berkembang soalnya udah lama kan WNA jepang ini ke indonesia,0
2020-03-03T11:55:13Z,@ganaksachanel5787,Ya Allah Jauhkan kami dri virus corona,0
2020-03-03T11:53:08Z,@queenee1541,dokter nya asal asalan masa mendiagnosa nggak benar,0
2020-03-03T11:44:17Z,@anataurusyani5172,Bagaimana bisa mendeteksi dr awal jk dokter rumah sakit saja bisa salah diagnosa???,0
2020-03-03T11:41:56Z,@kukuhputra2415,Ngapain  juga pesta dansa hadehhhhh,0
2020-03-03T11:34:50Z,@zayzevinaban2262,Udah tau kena virus .. pergi pegian kemana Bae.. gua rasa itu semua sengaja biar Indonesia juga terjangkit Corona .. soalalnya semua negara tau di Indonesia blm ada yg terjangkit makanya sengaja bawa virus ke Indonesia..  semoga Allah SWT menjauh kan penyakit kutukan itu,0
2020-03-03T11:31:12Z,@bulekrezabulek6387,Usir saja warga indonesia yg kena virus corana dari negara Indonesia..,0
2020-03-03T11:28:15Z,@riarestia9755,Nama reporter nya siapa ya,0
2020-03-03T11:27:06Z,@Cash_credit_Mobil_second,wah sya ngeri bro. sya lagi demam.. takut banget... tapi gk pernh kontak ama siapapun sih.. mudah2n aja demam biasa..,0
2020-03-03T11:20:09Z,@hend9203,Valentain berujung maut,0
2020-03-03T11:10:05Z,@elipujianti3916,Ternyata dokter Indonesia bisa mengetahui VIRUS CORONA pas tmn nya tau klo dia berinteraksi dngn orang yg kena virus. Klo dia gk kontek itu temen nya tuh dokter mana tau..... Pantes aja seluruh dunia tidak mempercayai dokter di Indonesia.,0
2020-03-03T11:03:02Z,@renwxyz,Hentikan pulang pergi atau datang dari luarnegri ke indonesia!,0
2020-03-03T11:00:03Z,@basrihasan3883,Hadeuhh taunya ternyata dr orang jepang yg ngasih kabar.. Ternyata bener dugaan banyak negara indonesia ga mampu mendeteksi virus ini.. RS pertama aja bilang broncitis.. Padahal itu gejala corona.. Ckckck,0
2020-03-03T10:52:49Z,@Rayafishing,Stop sampah impor yg akan di daur ulang,0
2020-03-03T10:51:54Z,@ISAIFISHING,Koronalah yang menyebabkan bronkitis,0
2020-03-03T10:43:21Z,@herdiansyah7898,Harus nya pemerintah scan di bandara sebelum terjadi nya dampak terinpeksi. <br>Jadi nya kan gini klo indonesia . klo udh terjadi. Koar2 .,0
2020-03-03T10:26:42Z,@marryhuru2770,Sdh 2 minggu pasti berkembang biak kemana mana,0
2020-03-03T10:25:44Z,@tugucatur2849,Sebaiknya Kita Pake Masker .keluar Dari Rumah Atau tempat Kerja  .,0
2020-03-03T10:20:17Z,@abdullahputra1827,akhrnya Kambing Hitam sdh ketemu. padahal mata dunia sdh tahu sebelumnya thd penyebaran Corona di indonesia.,0
2020-03-03T10:15:32Z,@ronorene,ki akibat di gai gampang...trus.gampangne.seolah olah indonesia kebal dari wabah corona gai lagu soal.china kena corona ...trus.happy karna kebal .......adol masker mahal...merasa di butuhkan ..gak mikir.diri sendiri......trus.akibat nimpah kita.semua ......,0
2020-03-03T10:11:35Z,@26madepradnyanandawiguna58,Siapa bilang islam enggak bisa kena corona ?,0
2020-03-03T10:08:28Z,@marshia4339,Warga +62: <b>buat memes corona gk akan masuk Indonesia</b><br>Corona: <b>gobl+k w udh dateng Bois</b>,2
2020-03-03T10:08:26Z,@irawanirawan1977,Sudah di bilang jgn dulu masuk indonesia buat orang orang asing virus itu mudah menyebar melalui udara rokok nafas bersentuhan kan    <br>Jadi nya tempat kita jugo terkotaminasi oleh virus itu yg ada di depok,0
2020-03-03T10:06:07Z,@editg121,Santuy orang indo punya kekebalan tubuh yang HEBAT. Kena pneumonia paling ga bernapas aja.,1
2020-03-03T10:04:50Z,@pie13th,"Tahun baru 2020 kurang menyenangkan banjir,corona hadehh lebih parah lagi udh masuk ke Indo",0
2020-03-03T09:58:38Z,@keikoa.b4095,terdeteksi karena telp warga jepang,0
2020-03-03T09:41:08Z,@pudansiahaan6311,Akibat trlalu spele...bsa llos dri bandara.....,0
2020-03-03T09:20:50Z,@ayunijulia3711,Beda ceritanya kalo WN Jepang itu ngk nelpon ..entah kapan dua org itu di temukan positif Corona..terus pasti korban yg terinfeksi lagi pasti bakalan makin banyak ...semoga allah swt melindungi kita semua,0
2020-03-03T09:14:22Z,@mahedraputra8869,Gimana karona ini apa tak ada pencegahan ya...,0
2020-03-03T09:12:07Z,@ronorene,tapi org jepang yg kena penyakit corona kok.lulus keluar masuk.bandara indonesia.....ojo di.gai gampang lol penayakit ki.....sbb nular e cpet baget dari  sorot mata aja bisa.nular,0
2020-03-03T09:03:56Z,@ijulmobil9087,kalau udh kenak virus aj baru pada dibuk  ke marin 2 aj warga asing masuk terus ke indonesia emang di negara kita ini otak nya uang uang gk mikir kalau rakyat  nya udah kenak virus sekarang udh ada 2 orang yg kenak ibu dan anak nya itu pun di tlp sama orang jepang bawah dia udh kenak virus,0
2020-03-03T09:03:36Z,@sodrekersmantupnese922,Dancok jepang kok dolan nk indonesia iku lo kurang apik t negara ne lk kurang apik t bangun e marahi tonggo ne kenek virus gowoblokk!,0
2020-03-03T09:03:25Z,@bobbyberjaya8286,"Tutup semua akses keluar masuk depok, seperti di wuhan. Sebelum menyebar luas seperti di wuhan, pemerintah yg harus bergerak cepat. Jika tidak, pemerintah juga yg kena virus",0
2020-03-03T08:49:44Z,@imhasnuk5793,Depok .. hotel ...rumah suspect...  warninggg ... !!!,0
2020-03-03T08:49:24Z,@keluarganelson3129,"M&#39;f y klau bisa orang asing jgn d izinkan masuk Indonesia dong....walau pun dlm keadaan sehat atau pun TDK,,ini demi keselamatan orang Indonesia,,mana Taukan orang asing dtg hanya sengaja menebarkan virus Corona.",0
2020-03-03T08:48:28Z,@imhasnuk5793,Obat anti virus ... minum jamu jahe.kunyit.madu.sereh.habatsauda... pagi sore,0
2020-03-03T08:47:48Z,@Andrian-gt8hl,"Berarti bisa diambil kesimpulan, 2 org Indonesia sadar terkena Corona karena ada kontak telp dengan org Jepang bukan krn hasil pemeriksaan Dokter di salah satu rmh sakit di Depok. Dokter, suster di salah satu rumah sakit kena terjangkit juga dong? Jangan2 di Indonesia sdh banyak yg kena tp belum menyadari kalau yg bersangkutan kena virus Corona.",0
2020-03-03T08:39:05Z,@mrezaapriansyah6577,"Indonesia terlalu santai, seharusnya dari awal virus Corona terdeteksi di Wuhan, akses pengunjung luar negeri ditutup dulu",0
2020-03-03T08:34:14Z,@denychen8655,"virus corona tidak seberapa ganas, berita lebih ganas dari semua virus,rakyat mendengar terutama untuk orang yg kaya memborong semua sembako, dan di jual lg berkali kali lipat untungnya, untuk rakyat kelas bawah hidup menderita dan akhir mati karena stres dengan ekonomi nya, bayangin aja masker aja 1box isi 50, di jual sekitaran 400ribu, sdgkan harga normal sebelumnya ga smpai 100rb.",0
2020-03-03T08:30:05Z,@bouxharnor2940,Ajeb ajeb ajeb ajeb,0
2020-03-03T08:26:36Z,@liaagustina6036,Gila mreka pesta dansa di jakarta<br>Berati yg pda ikutan dansa waktu itu suspect Corona juga <br>Pertanyaan ny dmna saja mereka berada??? Bisa jd sdh merebak kmna2 tapi ga ketahuan,0
2020-03-03T08:22:26Z,@yonoriyanto6760,Yg ikut dansa komen dong biar antisipasi ...mencegah lebih baik daripada mengobatii...,0
2020-03-03T08:05:28Z,@nining5158,"Keren layar nya, boleh tu buat mengajar,",0
2020-03-03T08:04:02Z,@andyyoshi4021,Syg skali tak trdeteksi oleh puskesmas,0
2020-03-03T07:53:04Z,@itsokechanel4865,pantesan negara lain tidak ada yg percaya indonesia bebas corona.kirain indonesia sangat hebat menangani corona sehingga 0 kasus.ternyata eh ternyata,0
2020-03-03T07:50:19Z,@user-le3vi8es4w,Bilang aja kecolongan !,0
2020-03-03T07:44:45Z,@belalang1263,bully gan virus nya😉,0
2020-03-03T07:41:07Z,@ikaseptiani9445,😭😭😭,0
2020-03-03T07:38:46Z,@riantikbs2192,Dokter yg meriksa dia gimana?  Kan dia kontak sama penderita..,0
2020-03-03T07:37:41Z,@raybastian5260,Indobesia terlihat serius menghadapi corona . Justru negara selain Indonesia sumber wabah covid19. Ini berasal yang perlu diragukan,0
2020-03-03T07:26:27Z,@radikalbijiplerrneneklukal3770,Plis WELKOM TO INFESTESIEN IN ENDONESAAAAA TENG KYUUU,4
2020-03-06T03:51:24Z,@alisaandriyani2980,😂😂😂,0
2020-03-03T07:26:01Z,@emilius5454,Coba stop orang asing masuk ke indonesia kaaa.,0
2020-03-03T07:23:44Z,@FahrulFahrul,Ternyata Indonesia memang mampu mendeteksi virus Corona.,0
2020-03-03T07:21:49Z,@mr.roben_orland039,Ini salah satu bukti kalau dunia kesehatan indonesia masih kurang.. klo nggk dihubungi warga jepang.. kagak tau tu R.S klo org depok itu kena korona.. bahkan dokternya juga nggk tau. Jangan2 perawat dan dokter yg meriksa uda kena juga.,0
2020-03-03T07:10:24Z,@Realtimeless,"<a href=""https://www.youtube.com/watch?v=7apNaBVj0q8&amp;t=95"">1:35</a> ada 3 ikon di layar kiri",0
2020-03-03T07:08:47Z,@zidanpragata3140,biasanya yang kena non-muslim,0
2020-03-03T07:07:27Z,@solihinpalembang3064,Azab pesta dansa valentin,0
2020-03-03T06:50:54Z,@krowakjulieti3384,selama vaksin belum ada kemungkinan besar memang indonesia bakal terjangkit atau seluruh dunia,0
2020-03-03T06:46:51Z,@hmuseruser8888,Berarti benar kata WHO bahwa indonesia tidak bisa deteksi virus corona..,0
2020-03-03T06:46:07Z,@agusrianto2632,Apakah aq harus me 😢😢😢,0
2020-03-03T06:41:19Z,@LimSusy,gimana kelanjutan Corona di Malausia?,0
2020-03-03T06:40:56Z,@trimayshandy7971,Indonesia terlalu sepele sih... ntar dah meluas baru panik... menjaga lebih baik dri pda mengobati.. tpi sepelenya luar biasa..,0
2020-03-03T06:36:32Z,@jerukmenyan,Biasa kan makan makanan yang halal.....insya allah sehat..(SAVE INDONESIA),0
2020-03-03T06:27:47Z,@araduar5916,ooooooooo ngono to yo wes,1
2020-03-03T06:27:40Z,@Egho-gu9ry,"tkut corona apa tkut mati ???<br>gaada yg prlu di takuti di dunia selain hanya kpada Allah,,,,<br>anda tkut corona !!!  bearati iman anda belom kuat<br>sekian terima kasih",0
2020-03-03T06:27:17Z,@hobbytani2256,"orang indonesia terlalu lucu ,virus berbahaya di jadikan meme lucu. nah sekarang masih bilang indonesia kebal dengan corona?",0
2020-03-03T06:25:03Z,@farelardiansyah2970,3 weeks ago: Indonesian laughing at Corona memes<br>Also now: Bruh,249
2020-03-04T12:26:32Z,@hellkisser,"We still laughing about the memes, not the virus",11
2020-03-04T14:22:27Z,@ajimumpung2131,Sekarang pun masih bnyk dark joke. Yg soal Dajjal lucu sih 😂,0
2020-03-04T15:37:47Z,@tiopakpahan871,Oiii,0
2020-03-05T01:31:02Z,@UserP69,We +62,1
2020-03-06T07:53:57Z,@erisasihombing6326,apatuh carlota carlota🤣🤣,0
2020-03-03T06:22:51Z,@jpmusik150,Moga orang Islam jng sampai kena virus,0
2020-03-03T06:22:17Z,@troyalinekids1659,Warga jepang Dr tgl 20 sampai tgl 27 berada di RS. virus corona baru bisa terdeteksi. Padahal sudah dlm pengawasan Dokter. Yang jadi pertanyaan; Selama itukah unt mengetahui virus corona ada atau tidak di tubuh pasien. <br><br>&quot;Kok seremm,0
2020-03-03T06:07:28Z,@SesepuhRungkadSlot,"Kok gw fokus mikir, itu lcd gede bgt bisa touchsren, berapa ya harga desktop+lcdnya, btw specknya kira kira gimana ya, kalo buat gaming,editing enak gak ya,, ya allah aku pengen punya itu",0
2020-03-03T06:05:05Z,@msanggara7224,Siapa yang bilang korona tak bisa hidup diindonesia.....? Mana unjuk gigi kalian kenapa  pada tenggelam wkwwkwk?,0
2020-03-03T06:03:55Z,@saharudin6072,"wah,,wah ini hampir mirip dgn kasus di korea,,pemerintah harus cek semua orang yg,,berdansah tersebut di hotel tersebut,,jangan smpai virusnya menyebar dimana-mana.",0
2020-03-03T06:01:55Z,@syauqimazami7864,Dari Alhabib umar bin hafizh. Supaya selamat dr wabah penyakit :<br>1. Sedekah<br>2. Shalawat<br>3. Banyak istighfar<br>4. Banyak shalawat<br>5. Setiap pagi dan petang membaca ayat2 hifidz  (penjagaan) dan ayat2 hirz di bawah:<br><br>▪﴿وَلَا يَئُودُهُ حِفْظُهُمَا وَهُوَ الْعَلِيُّ الْعَظِيمُ﴾<br>▪﴿فَاللَّهُ خَيْرٌ حَافِظًا ۖ وَهُوَ أَرْحَمُ الرَّاحِمِينَ﴾<br>▪﴿وَحِفْظًا مِّن كُلِّ شَيْطَانٍ مَّارِدٍ﴾<br>▪﴿وَحَفِظْنَاهَا مِن كُلِّ شَيْطَانٍ رَّجِيمٍ﴾<br>▪﴿وَحِفْظًا ذَلِكَ تَقْدِيرُ الْعَزِيزِ الْعَلِيمِ﴾<br>▪﴿إِنْ كُلُّ نَفْسٍ لَمَّا عَلَيْهَا حَافِظٌ﴾<br>▪﴿بَلْ هُوَ قُرْآنٌ مَّجِيدٌ * فِي لَوْحٍ مَّحْفُوظٍ﴾<br>▪﴿وَهُوَ الْقَاهِرُ فَوْقَ عِبَادِهِ ۖ وَيُرْسِلُ عَلَيْكُمْ حَفَظَةً﴾<br>▪﴿فَمَا أَرْسَلْنَاكَ عَلَيْهِمْ حَفِيظًا﴾<br>▪﴿وَمَا أَنَا عَلَيْكُمْ بِحَفِيظٍ﴾<br>▪﴿إِنَّ رَبِّي عَلَى كُلِّ شَيْءٍ حَفِيظٌ﴾<br>▪﴿لَهُ مُعَقِّبَاتٌ مِّن بَيْنِ يَدَيْهِ وَمِنْ خَلْفِهِ يَحْفَظُونَهُ مِنْ أَمْرِ اللَّه﴾<br>▪﴿إِنَّا نَحْنُ نَزَّلْنَا الذِّكْرَ وَإِنَّا لَهُ لَحَافِظُونَ﴾<br>▪﴿وَكُنَّا لَهُمْ حَافِظِينَ﴾<br>▪﴿وَرَبُّكَ عَلَى كُلِّ شَيْءٍ حَفِيظٌ﴾<br>▪﴿اللَّهُ حَفِيظٌ عَلَيْهِمْ وَمَا أَنتَ عَلَيْهِم بِوَكِيلٍ﴾<br>▪﴿وَعِندَنَا كِتَابٌ حَفِيظٌ﴾<br>▪﴿لِكُلِّ أَوَّابٍ حَفِيظٍ﴾<br>▪﴿وَإِنَّ عَلَيْكُمْ لَحَافِظِينَ﴾<br><br>✨ نسأل الله الحفظ والعفو والعافية والسلامة ودوام التوفيق لما يحب ويرضى.,0
2020-03-03T05:59:42Z,@aqillamangga8090,Dangsa yo dangsa...,0
2020-03-03T05:57:06Z,@lia.96,Malah lebih fokus baca komen kalian semua drpda dengerin si pembawa beritanya ngomong 🤭🤭,0
2020-03-03T05:55:27Z,@risalgunawan5825,Hentikan penerbangan pelayaran,0
2020-03-03T05:54:55Z,@agushartanto6265,Dokter indonesia blm pinter,0
2020-03-03T05:54:45Z,@risalgunawan5825,Rafi Ahmad sudah keliling dunia,2
