,Komentar,jumlahlike,tanggal,waktu,komentator,Sentiment
2887,bunuh aja org yg terinfeksi itu biar ga nyebar kmn mana,2.0,2020-03-03,01:22:44,monikah7770,negative
2888,monikah 77 kejam sekali anda punya hati gk loe,0.0,2020-03-03,16:44:37,user-hr7dp9ro2w,negative
2889,user hr7dp9ro2w jiah baper santuy aja keles,0.0,2020-03-04,14:23:08,monikah7770,negative
2890,ternyata malaysia sendiro saja juga butuh waktu 7 hari utk ndeteksi virus corona 20 feb 28 feb 2020 sama khan berai dgn kita dan ini menunjukkan wn jepang tersbut tdk menunjukkan gejala apa apa saat di indonesia tapi beliau sdh ada virus corona di dalam tubuhnya khan tsk mungkin juga kalau smua org yg datang dari ln diperiksa sampel darahnya utk diagnosa corona kalau tdk menunjukkan gejala demam atau flu ya diagnisanya sehat,0.0,2020-03-03,01:21:05,adiKrnz,neutral
2891,depok first,1.0,2020-03-03,01:20:04,arbaiyaharbaiyah1106,neutral
2892,nah inilah 14 february pesta dansa kra pesta valentine sadarlah wahai manusia hai muslimin mari bersatu,0.0,2020-03-03,01:18:06,tega4589,positive
2893,tampilkan foto orang yang terimpeksi agar teman2 nya mengei dan segera periksa supaya teman2 selamat dari corona,1.0,2020-03-03,01:16:20,lps0740,neutral
2894,koplok masih ada aja org keluar masuk antar negara kan sudah tahu krisis virus corona sekalian aja undang dari cina buat dansa rame2 ke indonesia,0.0,2020-03-03,01:13:27,AepSaepudin-se7su,negative
2895,di indonesia corona menjadi broncitis mari menerima warga negara cina asing sebagai tanda terimakasih pilpres 2019,1.0,2020-03-03,01:11:46,uzkurrabbak6815,positive
2896,,0.0,2020-03-03,08:36:38,akimevn8306,positive
2897,berai deteksi korona berhasil karena inisiatif si pasien cek via telepon dan berobat,1.0,2020-03-03,01:11:36,karelmarthinus9211,positive
2898,ada kesalahan diagnosis dokter idi kementrian kesehatan haruslah membuat intruksi pada semua dokter agar mengambil sampel pada semua pasien gejala corona cz ku pahami dari berita ini salah diagnosis dunia lebih tepatny meragukan alat deteksi corona milik indonesia,9.0,2020-03-03,01:08:24,ciferulquiorra2686,positive
2899,cz wkwk,0.0,2020-03-05,23:03:10,andrewijaya4589,positive
2900,boom,0.0,2020-03-03,01:07:39,dedi9636,positive
2901,dan meme quot indonesia tidak takut quot berakhir,0.0,2020-03-03,01:06:20,GalihRivky,positive
2902,kita butuh update berita corona tapi juga butuh update penangan usaha mengatasi corona ini kita butuh sedikit cahaya harapan,0.0,2020-03-03,01:03:00,ciferulquiorra2686,neutral
2903,ada penjelasan mengapa dokternya itu bisa salah mendiagnosa ini karena masa inkubasi hiv saja butuh 5 10 tahun untuk menampakkan diri karena si wni tersebut terkena virus pada tanggal 14 februari maka pada pemeriksaan peama virusnya masih dalam masa inkubasi alhasil virusnya itu masih belum menampakkan diri pada saat itu dan ketahuan juga pada tanggal 2 maret bahwa mereka terkena coronavirus 19 karena pada tanggal itu masa inkubasi virus sudah berakhir jadi gejalanya sudah terlihat jelas apalagi pas dites untuk mengetahui positif virus korona atau tidak kan karena dicek spesimennya dan bisa juga pas dokter peama mendiagnosa dia tidak melakukan cek cek laboratorium,0.0,2020-03-03,00:57:09,flyinghigh6953,neutral
2904,orang indonesia kotor dan jorok penyebaran bakal cepat tembus 1000x lebih cepat kiamat,1.0,2020-03-03,00:56:37,iwanjono527,negative
2905,gara gara virus corono masker yg biasa seribu di jual 5 rbu seharusnya masing masing kita semua intropeksi diri malah makin tambah riba corona bawa berkah quot,0.0,2020-03-03,00:56:29,feroi5949,positive
2906,memang mati di tangan allah amp berusaha selalu berdo 39 a sering cuci tangan bahkan wudlu tdr istrht ckp mkn amp minum yg bergizi u jaga kesehatan tp kan ingin berusaha melakukan pencegahan antisipasi berikutnya gm mau benar benar tenang g mulai ikut panik ke mana mana naiknya angkutan umum ojek becak ankot bis mau beli masker di apotek persediaannya kosong sementara cuaca jg ekstrim yth pejabat yg berwenang tlg segera distribusikan masker sekali pakai yg asli bukan palsu dengan harga normal sblm merebak virus corona 20 30rb doz isi 50 lembar lbh baik lagi kalau bisa dibagi gratis min 1 doz jiwa melalui min untuk dipakai jika keadaan sudah darurat sepei di china agr kami lebih tenang jika beraktivitas ke luar rumah mksi,0.0,2020-03-03,00:55:58,rusidahrusidah5656,neutral
2907,untuk sementara warga harus diliburkan dan harus nyepi disrumah masing2,0.0,2020-03-03,00:54:44,basisprinting4535,positive
2908,seharus nya bisa d chek d semua fasskes udah parah saja baru tau kalo terkena virus covid19,0.0,2020-03-03,00:54:03,cifialippermata3374,negative
2909,yg di rs kena juga gak ya hadewh ngeri cina aj kewalahan semoga kita semua terhindar dari wabah virus corona,0.0,2020-03-03,00:50:34,suwarnosiwe5264,positive
2910,skrng baru kalang kabut krmaren santui gk mau waspada antisipadi tutup turis sementara skrng dah begini baru mikir saya mau pulang kampung j jd pusing,0.0,2020-03-03,00:49:22,ellaello8869,neutral
2911,pesta dansa ramai kena corona warga depok selama di rumah sudah kena dan saat menuju rs pasti sudah menulari banyk orang solusinya apa pak bos jgn panik jgn panik,0.0,2020-03-03,00:47:51,shakiraarethaofficial,negative
2912,bermula dari valentine dan pesta dansa virus corona masuk ke indonesia,0.0,2020-03-03,00:47:37,muhammadwahyu7727,neutral
2913,covid 19 ini ya sifatnya jahat banget hinggap dulu di badan korban selama beberapa hari baru mulai menunjukkan gejala,0.0,2020-03-03,00:47:00,mazmurelvictory5755,neutral
2914,keamanan indonesia kurang ketat,0.0,2020-03-03,00:45:33,sarodenoden6139,neutral
2915,kalo sya d tanya kmu takut corona sya jawab tidak karana saya kuwat klo kalian d tanya tkut corona jawabnya takut jadi klian lemah orang yg lemah mudah sakit virus d lawan bukan d takuti klo kita takut berai kita klah ayo kita lawan virus corona,0.0,2020-03-03,00:45:23,didikdirma9726,negative
2916,ternyata benar yg ditakutin who indonesia bukan bebas corona tapi tidak terdeteksi diagnosa dokter aja salah,0.0,2020-03-03,00:45:21,ariss5562,negative
2917,warga depok vs warga jepang perasaan ada yang nga bener deh,1.0,2020-03-03,00:44:47,Aganzippo,positive
2918,inilah penyebab wabah corona nular ke indonesia who harus di cek lagi klo mau masuk ke indonesia,0.0,2020-03-03,00:43:03,rdachannel7901,neutral
2919,yg saya takutkan ini virus sudah sangat menyebar karena minimnya kemampuan indonesia dalam mendeteksi virus ini baru mendeteksi saja sdh sulit apa lagi menangani bahkan menyembuhkan,0.0,2020-03-03,00:40:14,muchammadrizqy3094,negative
2920,asalamualaikum cuman berbagi sesama muslim al a 39 raf 7 133 indonesian bahasamaka kami kirimkan kepada mereka topan belalang kutu katak dan darah air minum berubah menjadi darah sebagai bukti bukti yang jelas tetapi mereka tetap menyombongkan diri dan mereka adalah kaum yang berdosa indonesian tafsir jalalayn maka kami kirimkan kepada mereka taufan yaitu air bah yang memasuki rumah rumah mereka sehingga mencapai setinggi tempat pesanggrahan duduk mereka selama tujuh hari belalang kemudian belalang itu memakan persawahan dan buah buahan milik mereka demikian pula kutu ulat atau sejenis serangga yang memakan apa yang ditinggalkan oleh belalang katak kemudian katak itu memenuhi rumah rumah mereka dan juga makanan makanan mereka dan darah di dalam air milik mereka sebagai bukti bukti yang jelas yang terang tetapi mereka tetap menyombongkan diri tidak mau beriman kepada bukti bukti tersebut dan mereka adalah kaum yang berdosa indonesian tafsir kemenag ri 133 dalam ayat ini diceritakan bahwa sebagai akibat dari keingkaran kekufuran dan kezaliman mereka maka allah menurunkan azab yang lebih dahsyat kepada mereka berupa topan yang melanda rumah dan pohon pohonan kebun dan sawah sawah mereka kemudian datang lagi hama belalang yang membinasakan tanaman tanaman mereka dan akhirnya muncul wabah lain yang menjadikan air minum mereka berubah rasa berubah bau dan berubah warnanya sepei darah yang tidak dapat mereka minum meskipun lima macam azab yang ditimpakan allah beubi tubi kepada firaun dan kaumnya mereka tetap menyombongkan diri dan berbuat dosa dan itu merupakan sifat mereka yang paling menonjol indonesian tafsir ibn kathir lt b gt firman allah swt lt b gt lt i gt maka kami kirimkan kepada mereka topan lt i gt para ahli tafsir berbeda pendapat mengenai makna topan ini dari ibnu abbas dalam salah satu riwayat darinya disebutkan bahwa yang dimaksud dengan topan ini adalah hujan besar yang menenggelamkan dan merusak semua tanaman dan buah buahan hal yang sama dikatakan oleh ad dahhak ibnu muzahim dalam riwayat lainnya lagi ibnu abbas menyebutkan bahwa makna yang dimaksud ialah banyaknya kematian hal yang sama dikatakan oleh ata mujahid mengatakan yang dimaksud dengan topan ialah air bah dan penyakit ta 39 un kolera ibnu jarir mengatakan telah menceritakan kepada kami ibnu hisyam ar rifa 39 i telah menceritakan kepada kami yahya ibnu yaman telah menceritakan kepada kami al minhal ibnu khalifah dari al hajjaj dari al hakam ibnu mina dari siti aisyah r a yang menceritakan bahwa rasulullah saw pernah bersabda topan ainya kematian hal yang sama telah diriwayatkan oleh ibnu murdawaih melalui hadis yahya ibnu yaman dengan lafaz yang sama tetapi hadis ini garib dalam riwayat lainnya ibnu abbas mengatakan bahwa yang dimaksud dengan topan ialah azab dari allah yang meliputi mereka kemudian ibnu abbas membacakan firman allah swt yang mengatakan lalu kebun itu diliputi malapetaka yang datang dari tuhanmu ketika mereka sedang tidur al qalam 19 adapun mengenai al jarad atau belalang sudah dikenal yaitu sejenis serangga yang dapat dimakan karena berdasarkan apa yang telah disebutkan di dalam hadis sahihain dari abu ya 39 fur yang menceritakan bahwa ia pernah beanya kepada abdullah ibnu abu aufa tentang belalang maka abdullah ibnu abu aufa menceritakan kami pernah ikut berperang bersama rasulullah saw sebanyak tujuh kali peperangan makanan kami adalah belalang imam syafii dan imam ahmad ibnu hambal sea imam ibnu majah telah meriwayatkan melalui hadis abdur rahman ibnu zaid ibnu aslam dari ayahnya dari ibnu umar dari nabi saw yang telah bersabda dihalalkan bagi kita dua jenis bangkai dan dua jenis darah yaitu ikan belalang hati dan limpa abul qasim al bagawi telah meriwayatkannya dari daud ibnu rasyid dari suwaid ibnu abdul aziz dari abu tamam al aili dari zaid ibnu aslam dari ibnu umar secara marfu dengan lafaz yang semisal abu daud telah meriwayatkan dari muhammad ibnul faraj dari muhammad ibnu zabarqan al ahwazi dari sulaiman at taimi dari abu usman dari salman yang mengatakan bahwa rasulullah saw pernah ditanya mengenai belalang maka beliau saw bersabda balatentara allah yang paling banyak jumlahnya aku tidak memakannya tidak pula mengharamkannya sesungguhnya rasulullah saw tidak mau memakannya hanyalah karena tidak suka sebagaimana beliau yang mulia tidak suka makan biawak tetapi mengizinkannya untuk dimakan disebutkan bahwa amirul mukminin umaribnul khattab r a sangat menyukai belalang telah diriwayatkan oleh abdullah ibnu dinar dari ibnu umar bahwa khalifah umar pernah ditanya mengenai belalang maka ia menjawab quot aduhai sekiranya pada kita terdapat setumpuk atau dua tumpuk darinya untuk kita makan quot ibnu majah telah meriwayatkan bahwa ahmad ibnu mani telah menceritakan kepada kami dari sufyan ibnu uyaynah dari abu sa 39 d sa 39 id ibnul mirzaban al baqqal yang pernah mendengar anas ibnu malik mengatakan dahulu istri istri nabi saw saling berkirim hadiah belalang di antara sesama mereka yang dikirimkan dengan memakai piring besar quot abul qasim al bagawi mengatakan telah menceritakan kepada kami daud ibnu rasyid telah menceritakan kepada kami baqiyyah ibnul walid dari yahya ibnu yazid al qa 39 nabi telah menceritakan kepadaku ayahku dari sada ibnu ajian dari abu umamah yang mengatakan bahwa rasulullah saw pernah bersabda sesungguhnya maryam binti imran a s pernah memohon kepada tuhannya agar dia memberinya makan daging yang tidak ada darahnya maka allah memberinya makan belalang dan maryam berdoa quot ya allah berilah ia kehidupan tanpa menyusu yakni lsa dan lahirkaanlah ia tanpa bersuara menurut numair syiya ainya suara tangisan abu bakar ibnu abu daud mengatakan telah menceritakan kepada kami abu baqi hisyam ibnu abdul malik al muzani telah menceritakan kepada kami baqiyyah ibnul walid telah menceritakan kepada kami ismail ibnu ayyasy dari pamdam ibnu zur 39 ah dari syuraih ibnu ubaid dari abu zuhair an numatri yang mengatakan bahwa rasulullah saw pernah bersabda janganlah kalian membunuh belalang karena sesungguhnya belalang itu adalah balatentara allah yang sangat besar hadis ini berpredikat garib sekali ibnu abu nujaih telah meriwayatkan dari mujahid sehubungan dengan makna firman allah swt maka kami kirimkan kepada mereka topan dan belalang al a 39 raf 133 bahwa belalang belalang itu memakan habis semua paku pintu pintu mereka tanpa memakan kayunya ibnu asakir telah meriwayatkan melalui hadis ali ibnu zaid al kharaiti dari muhammad ibnu kasir ia pernah mendengar al auza 39 i mengatakan bahwa ia pernah keluar menuju padang sahara tiba tiba ia melihat seorang lelaki di dalam kumpulan belalang di langit ternyata lelaki itu menaiki seekor belalang dari kumpulan belalang yang ada bersamanya sedangkan lelaki itu menyandang senjatanya setiap kali lelaki itu mengisyaratkan tangannya sepei ini maka pasukan belalangnya mengarah ke tujuan yang diisyaratkan oleh tangannya sedangkan lelaki itu tiada hentinya mengatakan quot dunia ini batil batillah semua yang ada padanya dunia ini fana fanalah semua yang ada padanya dunia ini batil dan batillah semua yang ada padanya quot 39 al hafiz abul faraj al mu 39 afa ibnu zakaria al hariri mengatakan mengatakan dan menceritakan kepada kami al hasan ibnu ziyad telah menceritakan kepada kami ahmad ibnu abdur rahim telah menceritakan kepada kami waki dari al a 39 masy telah menceritakan kepada kami amir yang mengatakan bahwa syuraih al qadi pernah ditanya mengenai belalang maka ia menjawab quot semoga allah memburukkan belalang padanya terdapat tujuh ciri khas makhluk yang angkuh kepalanya mirip kepala kuda lehernya mirip leher banteng dadanya mirip dada harimau singa sayapnya mirip sayap burung elang kakinya mirip kaki unta jantan ekornya mirip ekor ular dan perutnya mirip perut kalajengking quot dalam tafsir firman allah swt yang lalu yaitu dihalalkan bagi kalian binatang buruan laut dan makanan yang berasal dari laut sebagai makanan yang lezat bagi kalian dan bagi orang orang yang dalam perjalanan al maidah 96 telah disebutkan hadis hammad ibnu salamah dari abul mihzam dari abu hurairah yang di dalamnya disebutkan quot kami berangkat bersama rasulullah saw untuk menunaikan ibadah haji atau umrah maka kami bersua dengan sekumpulan belalang lalu kami memukulinya dengan tongkat tongkat yang ada pada kami sedangkan kami dalam keadaan ihram kemudian kami beanya kepada rasulullah saw tentang perbuatan kami itu maka beliau saw menjawab 39 tidak mengapa dengan binatang buruan laut 39 quot ibnu majah telah meriwayatkan dari harun al hamani dari hisyam ibnul qasim dari ziyad ibnu abdullah ibnu ilasah dan dari musa ibnu muhammad ibnu ibrahim at taimi dari ayahnya dari anas dan jabir dari rasulullah saw disebutkan bahwa apabila rasulullah saw berdoa dalam menghadapi wabah belalang beliau mengucapkan ya allah binasakanlah yang besar besarnya matikanlah yang kecil kecilnya rusakkanlah telur telurnya hancurkanlah keturunannya sea hindarkanlah mulutnya dari tempat penghidupan kami dan dari rezeki kami sesungguhnya engkau maha memperkenankan doa maka jabir beanya kepadanya quot wahai rasulullah apakah engkau mendoakan untuk kebinasaan suatu pasukan dari balatentara allah agar mereka dihancurkan quot rasulullah saw bersabda sesungguhnya belalang itu bersumber dari apa yang disebarkan oleh ikan di laut,10.0,2020-03-03,00:39:52,watiwatiwar8406,positive
2921,,0.0,2020-03-03,03:41:12,aqilasyifahchannel5488,positive
2922,njir copy paste,0.0,2020-03-03,06:18:02,Imdzard,negative
2923,corona bukannya tentara allah yang dikirim ke wuhan,0.0,2020-03-06,02:35:55,SiPalingKerjaa,negative
2924,bagi kita yang umat muslim di anjurkan untuk menjaga wudhu kita dan jangan lupa bentengi diri dengan zikir pagi dan petang karna disitu terdapat beberapa doa yang insya allah dapat membentengi diri kita dari segala mara bahaya wallau a 39 lam semoga kita seluruh indonesia terlindungi dari penyakit ini dan yang sudah terinveksi semoga lekas sembuh aamiin,1.0,2020-03-03,00:30:57,NgodingPintar,positive
2925,awalan pr buat pemerintah,0.0,2020-03-03,00:29:01,saransaziman4893,negative
2926,kalau virus corona itu virus jasmani tapi kalau memuja ais atau memuja joshua suherman itu virus rohani,0.0,2020-03-03,00:28:19,selametagus7368,negative
